STATEFP,PUMA5CE,PUMANAME,pumacode
37,01301,Durham County (South)--Durham City (South),3701301
37,01302,Durham County (North)--Durham City (North),3701302
37,01400,Orange County--Chapel Hill Town,3701400
37,01500,Chatham & Lee Counties,3701500
37,01600,Alamance County--Burlington City,3701600
37,01701,Greensboro City (North),3701701
37,01702,Greensboro City (South),3701702
37,01703,Guilford County (North)--Summerfield Town,3701703
37,01704,Guilford County (South)--High Point City,3701704
37,01801,Winston-Salem City (North),3701801
37,01802,Winston-Salem City (South),3701802
37,01803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village,3701803
37,01900,"Davie, Yadkin & Iredell (North) Counties",3701900
37,02000,Caldwell & Alexander Counties,3702000
37,02100,Burke & Mc Dowell Counties,3702100
37,02201,Buncombe County (Southeast)--Asheville City,3702201
37,02202,Buncombe County (Northwest),3702202
37,02300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties",3702300
37,02400,"Jackson (South), Macon, Cherokee & Clay Counties",3702400
37,02500,Henderson & Transylvania Counties,3702500
37,02600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City",3702600
37,02700,Lincoln & Cleveland (East) Counties,3702700
37,02800,Catawba County--Hickory City,3702800
37,02900,Iredell (South)--Mooresville Town & Statesville City,3702900
37,03001,Gaston County (Northwest)--Mount Holly City,3703001
37,03002,Gaston County (Southeast)--Gastonia & Belmont Cities,3703002
37,03101,Charlotte City (Central),3703101
37,03102,Charlotte City (Northwest),3703102
37,03103,Charlotte City (Northeast),3703103
37,03104,Charlotte City (South),3703104
37,03105,Charlotte City (Southwest),3703105
37,03106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",3703106
37,03107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,3703107
37,03108,Mecklenburg County (South)--Matthews Town (South),3703108
37,03200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town",3703200
37,03300,Stanley & Cabarrus (East) Counties,3703300
37,03400,Rowan County,3703400
37,03500,Davidson County,3703500
37,03600,Randolph County,3703600
37,03700,Moore & Montgomery Counties,3703700
37,03800,Harnett County,3703800
37,03900,Sampson & Duplin Counties,3703900
37,04000,Wayne County,3704000
37,04100,"Lenoir, Onslow (North) & Jones Counties",3704100
37,04200,Pitt County--Greenville City,3704200
37,04300,Craven County,3704300
37,04400,"Carteret, Beaufort & Pamlico Counties",3704400
37,04500,Onslow County (South)--Jacksonville City,3704500
37,04600,Pender & New Hanover (North) Counties,3704600
37,04700,New Hanover County (South)--Wilmington City,3704700
37,04800,Brunswick County,3704800
37,04900,"Columbus, Bladen & Robeson (East) Counties",3704900
37,05001,Cumberland County (Central)--Fayetteville City (Central & East),3705001
37,05002,Cumberland County (East)--Hope Mills & Spring Lake Towns,3705002
37,05003,Cumberland County (West)--Fayetteville City (West),3705003
37,05100,Robeson County (West)--Lumberton City,3705100
37,05200,"Hoke, Richmond & Scotland Counties",3705200
37,05300,Union (East) & Anson Counties--Monroe City,3705300
37,05400,Union County (West)--Indian Trail & Stallings Towns,3705400
38,00100,West North Dakota--Minot City,3800100
38,00200,East Central North Dakota--Jamestown City,3800200
38,00300,South Central North Dakota--Bismarck City,3800300
38,00400,Northeast North Dakota--Grand Forks City,3800400
38,00500,Cass County--Fargo City,3800500
39,00100,"Defiance, Williams, Henry & Paulding Counties",3900100
39,00200,"Wood (South), Fulton & Lucas (Southwest) Counties--Bowling Green City",3900200
39,00300,"Lucas (West) & Wood (North Central) Counties--Perrysburg, Sylvania & Maumee Cities",3900300
39,00400,Toledo City (West),3900400
39,00500,Toledo City (East),3900500
39,00600,"Ottawa, Wood (Northeast) & Lucas (East) Counties--Oregon City",3900600
39,00700,Erie & Sandusky Counties,3900700
39,00801,Lorain County (North)--Elyria & Lorain Cities,3900801
39,00802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities",3900802
39,00901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities",3900901
39,00902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities",3900902
39,00903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities",3900903
39,00904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities",3900904
39,00905,Cleveland City (West),3900905
39,00906,Cleveland City (Central),3900906
39,00907,"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities",3900907
39,00908,Cleveland City (East) & Bratenahl Village,3900908
39,00909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities",3900909
39,00910,"Cuyahoga County (East)--Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities",3900910
39,01000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities",3901000
39,01100,"Lake County (East)--Mentor, Painesville Cities & Madison Village",3901100
39,01200,Geauga & Lake (South) Counties,3901200
39,01300,Ashtabula County,3901300
39,01400,Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,3901400
39,01500,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown",3901500
39,01600,Trumbull County (South Central)--Warren & Niles Cities,3901600
39,01700,Portage County,3901700
39,01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities",3901801
39,01802,"Summit County (East Central)--Cuyahoga Falls (Southeast), Stow & Tallmadge Cities",3901802
39,01803,Summit County (Central)--Akron City (East),3901803
39,01804,Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities,3901804
39,01805,"Summit County (South)--Barberton, Green & New Franklin Cities",3901805
39,01900,Medina County,3901900
39,02000,Wayne County,3902000
39,02100,Huron & Ashland Counties,3902100
39,02200,Richland County,3902200
39,02300,"Seneca, Crawford & Wyandot Counties",3902300
39,02400,Hancock & Putnam Counties,3902400
39,02500,Allen County,3902500
39,02600,"Auglaize, Mercer & Van Wert Counties",3902600
39,02700,"Logan, Champaign & Hardin Counties",3902700
39,02800,"Marion, Knox & Morrow Counties",3902800
39,02900,"Holmes, Guernsey & Coshocton Counties",3902900
39,03000,Tuscarawas & Harrison Counties,3903000
39,03100,Stark County (West)--Massillon City,3903100
39,03200,Stark County (Central)--Canton & North Canton Cities,3903200
39,03300,Stark County (East) & Carroll County--Alliance City,3903300
39,03400,Columbiana County,3903400
39,03500,Belmont & Jefferson Counties,3903500
39,03600,"Washington, Morgan, Noble & Monroe Counties",3903600
39,03700,Muskingum & Perry Counties,3903700
39,03800,Licking County,3903800
39,03900,Fairfield County,3903900
39,04000,Delaware County,3904000
39,04101,"Columbus (Far Northeast), Gahanna & New Albany Cities",3904101
39,04102,"Columbus (North), Westerville & Worthington Cities",3904102
39,04103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities",3904103
39,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities",3904104
39,04105,Columbus City (Central),3904105
39,04106,Columbus City (Northeast),3904106
39,04107,"Columbus (East), Whitehall & Bexley Cities",3904107
39,04108,Columbus (Southeast) & Reynoldsburg Cities,3904108
39,04109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village",3904109
39,04110,Columbus City (West),3904110
39,04111,Columbus (Far West) & Hilliard (South) Cities,3904111
39,04200,"Pickaway, Union & Madison Counties",3904200
39,04300,Clark County,3904300
39,04400,Miami County,3904400
39,04500,"Darke, Shelby & Preble Counties",3904500
39,04601,Montgomery County (West)--Miamisburg & West Carrollton Cities,3904601
39,04602,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",3904602
39,04603,Montgomery County (East Central)--Dayton & Riverside Cities,3904603
39,04604,Montgomery County (Southeast)--Kettering & Centerville Cities,3904604
39,04700,Greene County,3904700
39,04800,Ross & Fayette Counties,3904800
39,04900,"Jackson, Hocking, Pike & Vinton Counties",3904900
39,05000,"Athens, Gallia & Meigs Counties",3905000
39,05100,Scioto & Lawrence Counties,3905100
39,05200,"Highland, Clinton & Adams Counties",3905200
39,05301,Warren County (East)--Lebanon & Springboro (East) Cities,3905301
39,05302,"Warren County (West)--Mason, Franklin & Springboro (West) Cities",3905302
39,05401,Butler County (Southeast)--Monroe City & Beckett Ridge,3905401
39,05402,Butler County (South Central)--Hamilton & Fairfield Cities,3905402
39,05403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities",3905403
39,05501,Hamilton County (West)--Mack & Dent,3905501
39,05502,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown",3905502
39,05503,Cincinnati City (West),3905503
39,05504,Cincinnati City (Central),3905504
39,05505,Cincinnati (East) & Norwood Cities,3905505
39,05506,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities",3905506
39,05507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville",3905507
39,05600,Clermont County (West),3905600
39,05700,Clermont (East) & Brown Counties,3905700
40,00100,Northeast Oklahoma,4000100
40,00200,"Cherokee, Sequoyah & Adair Counties",4000200
40,00300,Southeast Oklahoma,4000300
40,00400,Southwest Oklahoma,4000400
40,00500,Panhandle & Northwest Oklahoma,4000500
40,00601,Comanche County (Central)--Lawton City,4000601
40,00602,"Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties",4000602
40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties",4000701
40,00702,"Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City",4000702
40,00800,Canadian County--Oklahoma City (West),4000800
40,00900,"Cleveland County--Norman, Oklahoma City (South) & Moore Cities",4000900
40,01001,Oklahoma County (Southwest)--Oklahoma City (West Central),4001001
40,01002,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities,4001002
40,01003,Oklahoma County (Northeast)--Edmond & Oklahoma City (North Central) Cities,4001003
40,01004,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities",4001004
40,01005,Oklahoma County (Southeast)--Oklahoma City (East Central),4001005
40,01006,Oklahoma County (Central)--Oklahoma City (Central),4001006
40,01101,"Grady, Mc Clain & Pottawatomie (South) Counties",4001101
40,01102,"Pottawatomie (North), Logan & Lincoln Counties--Shawnee City",4001102
40,01201,Tulsa County (Central)--Tulsa City (Central),4001201
40,01202,Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities,4001202
40,01203,Tulsa County (North)--Tulsa (North) & Owasso Cities,4001203
40,01204,"Tulsa (West), Creek (Northeast) & Osage (Southeast) Counties--Tulsa City (West)",4001204
40,01301,Rogers (Central) & Wagoner (West) Counties--Claremore City,4001301
40,01302,"Muskogee, Okmulgee, Wagoner (East) & Mc Intosh Counties",4001302
40,01400,"Garfield, Kay & Noble Counties--Enid City",4001400
40,01501,"Payne, Seminole, Creek (Southwest), Hughes & Okfuskee Counties--Stillwater City",4001501
40,01601,"Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties",4001601
41,00100,"Umatilla, Union, Baker & Wallowa Counties",4100100
41,00200,North Central Oregon--The Dalles City,4100200
41,00300,"Klamath, Malheur, Lake & Harney Counties",4100300
41,00400,Deschutes County,4100400
41,00500,"Columbia, Lincoln, Clatsop & Tillamook Counties",4100500
41,00600,Linn & Benton Counties,4100600
41,00703,Lane County (West Central)--Eugene City (West & South),4100703
41,00704,Lane County (East Central)--Eugene (Northeast) & Springfield Cities,4100704
41,00705,Lane County (Outside Eugene & Springfield Cities),4100705
41,00800,"Josephine, Coos & Curry Counties",4100800
41,00901,Jackson County (Central)--Medford & Central Point Cities,4100901
41,00902,Jackson County (Outside Medford & Central Point Cities)--Ashland City,4100902
41,01000,Douglas County,4101000
41,01103,"Marion County (West Central)--Salem (North), Keizer Cities & Hayesville",4101103
41,01104,Marion County (West Central)--Salem City (South) & Four Corners,4101104
41,01105,Marion County (Outside Salem & Keizer Cities)--Woodburn & Silverton Cities,4101105
41,01200,Yamhill & Polk Counties,4101200
41,01301,Portland City (North & Northeast),4101301
41,01302,Portland City (East),4101302
41,01303,Portland City (Southeast),4101303
41,01305,Portland City (Central East),4101305
41,01314,Portland City (Northwest & Southwest),4101314
41,01316,Multnomah County (East)--Gresham & Troutdale Cities,4101316
41,01317,Clackamas County (South & East)--Damascus City,4101317
41,01318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities",4101318
41,01319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities",4101319
41,01320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities",4101320
41,01321,"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills",4101321
41,01322,Washington County (Central)--Hillsboro City,4101322
41,01323,Washington County (Central)--Beaverton City (West) & Aloha,4101323
41,01324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill,4101324
42,00101,"Erie City, Lawrence Park Township & Wesleyville Borough",4200101
42,00102,Erie County (Outer),4200102
42,00200,Crawford & Warren Counties,4200200
42,00300,"Clearfield, Mc Kean, Elk, Potter & Cameron Counties",4200300
42,00400,"Bradford, Tioga & Sullivan Counties",4200400
42,00500,"Pike, Wayne & Susquehanna Counties",4200500
42,00600,Monroe County,4200600
42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs",4200701
42,00702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties,4200702
42,00801,Luzerne County (East)--Kingston Borough,4200801
42,00802,Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities,4200802
42,00803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough,4200803
42,00900,Lycoming & Clinton Counties,4200900
42,01000,Northumberland & Montour Counties,4201000
42,01100,"Mifflin, Union, Snyder & Juniata Counties",4201100
42,01200,Centre County,4201200
42,01300,"Venango, Jefferson, Clarion & Forest Counties",4201300
42,01400,Mercer County,4201400
42,01501,Lawrence & Beaver (North) Counties--New Castle City,4201501
42,01502,Beaver County (South),4201502
42,01600,Butler County,4201600
42,01701,Pittsburgh City (North),4201701
42,01702,Pittsburgh City (South),4201702
42,01801,Allegheny County (West),4201801
42,01802,Allegheny County (North)--Franklin Park Borough & Allison Park,4201802
42,01803,Allegheny County (North Central),4201803
42,01804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs",4201804
42,01805,"Allegheny County (Southeast)--West Mifflin Borough, Mc Keesport City & Munhall Borough",4201805
42,01806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs,4201806
42,01807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough,4201807
42,01900,Indiana & Armstrong Counties,4201900
42,02001,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City,4202001
42,02002,Westmoreland County (Southwest)--Greensburg City,4202002
42,02003,Westmoreland County (East),4202003
42,02100,Cambria County,4202100
42,02200,Blair & Huntingdon Counties--Altoona City,4202200
42,02301,Cumberland (West) & Perry Counties--Carlisle Borough,4202301
42,02302,Cumberland County (East),4202302
42,02401,Dauphin County (Central)--Harrisburg City & Colonial Park,4202401
42,02402,Dauphin County (Outer)--Hershey,4202402
42,02500,Lebanon County,4202500
42,02600,Schuylkill County,4202600
42,02701,Berks County (Northwest)--Wyomissing Borough,4202701
42,02702,Berks County (Southwest)--Reading City,4202702
42,02703,Berks County (East),4202703
42,02801,Carbon & Lehigh (North) Counties,4202801
42,02802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough,4202802
42,02803,Allentown City,4202803
42,02901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities,4202901
42,02902,Northampton County (North),4202902
42,03001,Bucks County (North),4203001
42,03002,Bucks County (Central),4203002
42,03003,Bucks County (Southeast)--Levittown,4203003
42,03004,Bucks County (Southwest),4203004
42,03101,Montgomery County (Northwest)--Pottstown Borough,4203101
42,03102,Montgomery County (Northeast)--Lansdale Borough,4203102
42,03103,Montgomery County (Southwest)--Kingof Prussia & Ardmore (East),4203103
42,03104,Montgomery County (Central)--Norristown Borough,4203104
42,03105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville",4203105
42,03106,Montgomery County (South Central),4203106
42,03201,Philadelphia City (Far Northeast),4203201
42,03202,Philadelphia City (Near Northeast-West),4203202
42,03203,Philadelphia City (Near Northeast-East),4203203
42,03204,Philadelphia City (North),4203204
42,03205,Philadelphia City (East),4203205
42,03206,Philadelphia City (Northwest),4203206
42,03207,Philadelphia City (Central),4203207
42,03208,Philadelphia City (West),4203208
42,03209,Philadelphia City (Center City),4203209
42,03210,Philadelphia City (Southwest),4203210
42,03211,Philadelphia City (Southeast),4203211
42,03301,Delaware County (North)--Broomall & Ardmore (West),4203301
42,03302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill",4203302
42,03303,Delaware County (Southeast)--Chester City,4203303
42,03304,Delaware County (West),4203304
42,03401,Chester County (North)--Phoenixville Borough,4203401
42,03402,Chester County (East Central)--West Chester Borough,4203402
42,03403,Chester County (West Central)--Coatesville City,4203403
42,03404,Chester County (South),4203404
42,03501,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships",4203501
42,03502,Lancaster County (Northwest)--Elizabethtown Borough,4203502
42,03503,Lancaster County (East)--Ephrata Borough,4203503
42,03504,Lancaster County (Southwest)--Columbia Borough,4203504
42,03601,York County (Central)--York City & Shiloh,4203601
42,03602,York County (North)--Weigelstown,4203602
42,03603,York County (South),4203603
42,03701,Adams & Franklin (Southeast) Counties,4203701
42,03702,Franklin County (Outside Washington Township & Waynesboro Borough),4203702
42,03800,"Somerset, Bedford & Fulton Counties",4203800
42,03900,Fayette County,4203900
42,04001,Washington County (North)--Washington City,4204001
42,04002,Washington (South) & Greene Counties,4204002
44,00101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City,4400101
44,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities,4400102
44,00103,Providence City,4400103
44,00104,Providence County (Southeast)--Cranston & East Providence Cities,4400104
44,00201,Central Rhode Island--Kent County--Warwick City,4400201
44,00300,Southeast Rhode Island--Newport & Bristol Counties--Newport City,4400300
44,00400,South Rhode Island--Washington County,4400400
45,00101,Pickens & Oconee Counties--Easley & Clemson Cities,4500101
45,00102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East),4500102
45,00103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea,4500103
45,00104,Greenville County (Central)--Greenville & Mauldin Cities,4500104
45,00105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities",4500105
45,00200,Anderson County--Anderson City,4500200
45,00301,Spartanburg County (Central)--Spartanburg City,4500301
45,00302,Spartanburg County (Outside Spartanburg City)--Greer City (East),4500302
45,00400,"Cherokee, Newberry, Chester & Union Counties",4500400
45,00501,York County (West & Outside Rock Hill City),4500501
45,00502,York County (East)--Rock Hill City & Fort Mill Town,4500502
45,00601,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank,4500601
45,00602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks",4500602
45,00603,Richland (North) & Fairfield Counties--Forest Acres City & Dentsville,4500603
45,00604,Richland County (Central)--Columbia City,4500604
45,00605,"Kershaw, Richland (South) & Calhoun Counties",4500605
45,00700,"Lancaster, Chesterfield & Marlboro Counties",4500700
45,00800,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City",4500800
45,00900,Florence & Darlington Counties--Florence City,4500900
45,01000,"Georgetown, Marion & Dillon Counties",4501000
45,01101,Horry County (West & North)--Conway City & Red Hill,4501101
45,01102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East)",4501102
45,01201,Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson,4501201
45,01202,Charleston (South & West) & Berkeley (South) Counties--Charleston City,4501202
45,01203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town,4501203
45,01204,"Charleston, Berkeley & Dorchester Counties--North Charleston City",4501204
45,01300,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties",4501300
45,01400,"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City",4501400
45,01500,Aiken & Edgefield Counties--Aiken & North Augusta Cities,4501500
45,01600,"Greenwood, Abbeville & Mc Cormick Counties",4501600
46,00100,West South Dakota--Rapid City,4600100
46,00200,Lakota Region,4600200
46,00300,Northeast South Dakota,4600300
46,00400,Jackrabbit Region,4600400
46,00500,Southeast South Dakota (Outside Sioux Falls City),4600500
46,00600,Sioux Falls City,4600600
47,00100,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties",4700100
47,00200,"Land Betweenthe Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties",4700200
47,00300,Montgomery & Stewart Counties--Clarksville City,4700300
47,00400,"Robertson, Dickson, Cheatham & Hickman Counties",4700400
47,00500,Sumner County--Hendersonville City,4700500
47,00600,"Warren, Macon, Smith, De Kalb, Cannon & Trousdale Counties",4700600
47,00700,"Putnam, Overton, Jackson, Clay & Pickett Counties",4700700
47,00800,"Cumberland, White, Fentress & Van Buren Counties",4700800
47,00900,"Campbell, Claiborne, Scott, Morgan & Hancock Counties",4700900
47,01000,Hawkins & Sullivan (Northwest) Counties--Kingsport City,4701000
47,01100,Sullivan County (Southeast)--Bristol City,4701100
47,01200,"Greene, Carter, Unicoi & Johnson Counties",4701200
47,01300,Washington County--Johnson City,4701300
47,01400,"Hamblen, Cocke & Grainger Counties",4701400
47,01500,Sevier & Jefferson Counties,4701500
47,01601,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities",4701601
47,01602,Knox County (East),4701602
47,01603,Knoxville City,4701603
47,01604,Knox County (West)--Farragut Town,4701604
47,01700,Blount County,4701700
47,01800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West)",4701800
47,01900,"Bradley, Mc Minn & Polk Counties--Cleveland City",4701900
47,02001,Chattanooga City (South & Central),4702001
47,02002,Hamilton County (South)--Chattanooga (North) & Red Bank Cities,4702002
47,02003,Hamilton County (North)--Soddy-Daisy City,4702003
47,02100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties",4702100
47,02200,"Coffee, Franklin, Lincoln & Moore Counties",4702200
47,02300,Wilson County--Lebanon & Mount Juliet Cities,4702300
47,02401,Rutherford County (North)--Smyrna Town & La Vergne City,4702401
47,02402,Rutherford County (South)--Murfreesboro City,4702402
47,02501,Nashville-Davidson (East),4702501
47,02502,Nashville-Davidson (North),4702502
47,02503,Nashville-Davidson (Central),4702503
47,02504,Nashville-Davidson (Southeast),4702504
47,02505,Nashville-Davidson (Southwest),4702505
47,02600,Williamson County--Franklin & Brentwood Cities,4702600
47,02700,"Maury, Bedford & Marshall Counties",4702700
47,02800,"Lawrence, Giles, Wayne, Lewis & Perry Counties",4702800
47,02900,"Henderson, Hardeman, Mc Nairy, Hardin, Haywood & Decatur Counties",4702900
47,03000,Madison & Chester Counties--Jackson City,4703000
47,03100,"Tipton, Fayette & Lauderdale Counties",4703100
47,03201,Memphis City (Central Riverside),4703201
47,03202,Memphis City (Central Midtown),4703202
47,03203,Memphis (North) & Bartlett (Southwest) Cities,4703203
47,03204,Shelby County (North)--Bartlett (North & East) & Millington Cities,4703204
47,03205,"Memphis (East), Lakeland Cities & Arlington Town (South)",4703205
47,03206,Shelby County (Southeast)--Collierville Town & Germantown City,4703206
47,03207,Memphis City (Southeast),4703207
47,03208,Memphis City (Southwest),4703208
48,00100,Panhandle Regional Planning Commission (Outside Potter & Randall Counties),4800100
48,00200,Panhandle Regional Planning Commission--Potter County--Amarillo City (North),4800200
48,00300,Panhandle Regional Planning Commission--Randall County--Amarillo City (South),4800300
48,00400,South Plains Associationof Governments (Outside Lubbock County),4800400
48,00501,South Plains Associationof Governments--Lubbock County--Lubbock City (Central),4800501
48,00502,South Plains Associationof Governments--Lubbock County--Lubbock City (Outer),4800502
48,00600,North Texas Regional Planning Commission (Outside Wichita County) & Wise County,4800600
48,00700,North Texas Regional Planning Commission--Wichita County--Wichita Falls City,4800700
48,00800,"Texoma COG--Grayson, Cooke & Fannin Counties",4800800
48,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",4800900
48,01000,Ark-Tex COG (West),4801000
48,01100,Ark-Tex COG (East)--Bowie & Cass Counties,4801100
48,01200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",4801200
48,01300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",4801300
48,01400,Kaufman County,4801400
48,01501,East Texas COG (Central)--Smith County (Outside Tyler City),4801501
48,01502,East Texas COG (Central)--Smith County (West)--Tyler City,4801502
48,01600,East Texas COG (Central)--Gregg County--Longview City,4801600
48,01700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",4801700
48,01800,East Texas COG (Southwest)--Henderson & Anderson Counties,4801800
48,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities",4801901
48,01902,Collin County (Southwest)--Plano City (West),4801902
48,01903,Collin County (Southwest)--Plano City (Central),4801903
48,01904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",4801904
48,01905,Collin County (Central)--Mc Kinney City,4801905
48,01906,Collin County (Northwest)--Frisco City (East) & Prosper Town,4801906
48,01907,Collin County (East),4801907
48,02001,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,4802001
48,02002,Denton County (Southeast)--Lewisville City,4802002
48,02003,Denton County (South Central)--Flower Mound Town & Highland Village City,4802003
48,02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",4802004
48,02005,Denton County (Central)--Denton (Central) & Corinth Cities,4802005
48,02006,Denton County (North & West)--Denton City (Outer),4802006
48,02101,Ellis County,4802101
48,02102,Johnson County,4802102
48,02200,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",4802200
48,02301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,4802301
48,02302,Dallas County (Northeast)--Garland City (South),4802302
48,02303,Dallas County (East)--Mesquite City (Central & Southeast),4802303
48,02304,Dallas County (Southeast)--Dallas City (Southeast),4802304
48,02305,Dallas (East) & Mesquite (West) Cities--Southof I-30 & Westof I-635,4802305
48,02306,Dallas (Northeast) & Mesquite (North) Cities--Northof I-30 & Westof I-635,4802306
48,02307,Dallas City (Northeast)--Eastof US-75,4802307
48,02308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,4802308
48,02309,Dallas (Far North) & Richardson (Southwest) Cities,4802309
48,02310,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--Northof I-635",4802310
48,02311,Dallas City (North)--Southof I-635 & Westof US-75,4802311
48,02312,"Dallas (West Central), University Park Cities & Highland Park Town",4802312
48,02313,Dallas City (Downtown)--Northof I-30,4802313
48,02314,Dallas City (East Central)--Southof I-30 & Eastof I-35E,4802314
48,02315,Dallas City (West Central)--Eastof Loop TX-12 & Westof I-35E,4802315
48,02316,Dallas City (South Central)--Northof I-20 & Westof I-35E,4802316
48,02317,Dallas County (South)--De Soto & Lancaster Cities,4802317
48,02318,Dallas County (Southwest)--Cedar Hill & Duncanville Cities,4802318
48,02319,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,4802319
48,02320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,4802320
48,02321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,4802321
48,02322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",4802322
48,02400,Parker County,4802400
48,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",4802501
48,02502,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,4802502
