STATEFP,PUMA5CE,PUMANAME,pumacode
01,00100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",100100
01,00200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),100200
01,00301,Huntsville (North) & Madison (East) Cities,100301
01,00302,Huntsville City (Central & South),100302
01,00400,De Kalb & Jackson Counties,100400
01,00500,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),100500
01,00600,Morgan & Lawrence Counties--Decatur City,100600
01,00700,Cullman & Winston Counties,100700
01,00800,St. Clair & Blount Counties,100800
01,00900,Etowah County,100900
01,01000,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",101000
01,01100,Calhoun County,101100
01,01200,Shelby County,101200
01,01301,Birmingham City (West),101301
01,01302,Birmingham City (East),101302
01,01303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",101303
01,01304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",101304
01,01305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",101305
01,01400,"Walker, Marion (South & West), Fayette & Lamar Counties",101400
01,01500,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),101500
01,01600,Tuscaloosa & Northport (Southeast) Cities,101600
01,01700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",101700
01,01800,"Chilton, Tallapoosa, Chambers & Coosa Counties",101800
01,01900,Lee County--Auburn City,101900
01,02000,Montgomery City & Pike Road Town (North),102000
01,02100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",102100
01,02200,Southwest Alabama,102200
01,02300,"Coffee, Covington, Butler & Crenshaw Counties",102300
01,02400,"Russell, Pike, Barbour, Macon & Bullock Counties",102400
01,02500,"Houston, Dale, Geneva & Henry Counties--Dothan City",102500
01,02600,Baldwin County,102600
01,02701,Mobile City (East),102701
01,02702,Mobile City (West),102702
01,02703,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",102703
02,00101,Anchorage Municipality (North),200101
02,00102,Anchorage Municipality (South),200102
02,00200,Matanuska-Susitna & Kenai Peninsula Boroughs,200200
02,00300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",200300
02,00400,Subsistence Alaska,200400
04,00100,Maricopa County--Gilbert (South) & Queen Creek Towns,400100
04,00101,Maricopa County--Mesa City (East),400101
04,00102,Maricopa County--Mesa City (North Central),400102
04,00103,Maricopa County--Mesa City (West),400103
04,00104,Maricopa County--Mesa City (South Central),400104
04,00105,Maricopa County--Gilbert Town (North),400105
04,00106,Maricopa County--Chandler City (Northeast),400106
04,00107,Maricopa County--Chandler City (South),400107
04,00108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities,400108
04,00109,Maricopa County--Tempe City (North),400109
04,00110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town,400110
04,00111,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town,400111
04,00112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",400112
04,00113,Phoenix City (Northeast),400113
04,00114,Phoenix City (Northeast Central),400114
04,00115,Phoenix City (Northwest Central),400115
04,00116,Phoenix City (Uptown),400116
04,00117,Phoenix City (East),400117
04,00118,Phoenix City--Downtown & Sky Harbor International Airport,400118
04,00119,Phoenix City (South),400119
04,00120,Phoenix City--Ahwatukee & South Mountain,400120
04,00121,Phoenix (Southwest) & Tolleson Cities,400121
04,00122,Phoenix City--Maryvale (East),400122
04,00123,Phoenix City--Maryvale (West),400123
04,00124,Maricopa County--Glendale City (South),400124
04,00125,Phoenix City (West),400125
04,00126,Maricopa County--Glendale City (North),400126
04,00127,Maricopa County--Peoria City (South & Central),400127
04,00128,Phoenix City (North),400128
04,00129,Phoenix (Far North) & Peoria (Northwest) Cities,400129
04,00130,Maricopa County--El Mirage City & Sun City,400130
04,00131,Maricopa County--Surprise City (Central),400131
04,00132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",400132
04,00133,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,400133
04,00134,Maricopa County (West) & Gila River Indian Community (Northwest),400134
04,00201,Pima County (West),400201
04,00202,Tucson (West) & Marana Cities,400202
04,00203,Pima County (North Central)--Oro Valley Town,400203
04,00204,Pima County (Northeast),400204
04,00205,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,400205
04,00206,Tucson City (Northeast),400206
04,00207,Tucson City (Northwest),400207
04,00208,Tucson City (South),400208
04,00209,Tucson City (Southeast),400209
04,00300,Navajo & Apache Counties,400300
04,00400,Coconino County--Flagstaff City,400400
04,00500,Yavapai County,400500
04,00600,Mohave & La Paz Counties--Lake Havasu City,400600
04,00700,Yuma County--Yuma City,400700
04,00800,"Gila, Graham, Greenlee & Pinal (East) Counties",400800
04,00803,Pinal County (North)--Apache Junction City,400803
04,00805,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",400805
04,00807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",400807
04,00900,Cochise & Santa Cruz Counties--Sierra Vista City,400900
05,00100,Benton County,500100
05,00200,Washington County,500200
05,00300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",500300
05,00400,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",500400
05,00500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",500500
05,00600,"Crittenden, Mississippi & Craighead (East) Counties",500600
05,00700,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",500700
05,00800,"White, Jackson, Prairie & Woodruff Counties",500800
05,00900,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",500900
05,01000,Pulaski County (Central)--Little Rock City,501000
05,01100,Faulkner & Lonoke Counties,501100
05,01200,Saline County,501200
05,01300,"Pope, Johnson, Yell, Conway & Perry Counties",501300
05,01400,Sebastian & Crawford Counties,501400
05,01500,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",501500
05,01600,"Garland, Hot Spring, Clark & Montgomery Counties",501600
05,01700,"Jefferson, Grant & Arkansas (Northwest) Counties",501700
05,01800,Southeast Arkansas,501800
05,01900,South Central Arkansas,501900
05,02000,Southwest Arkansas,502000
06,00101,Alameda County (North)--Berkeley & Albany Cities,600101
06,00102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,600102
06,00103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,600103
06,00104,Alameda County (North Central)--Oakland City (South Central),600104
06,00105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",600105
06,00106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",600106
06,00107,Alameda County (Central)--Hayward City,600107
06,00108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",600108
06,00109,Alameda County (South Central)--Fremont City (East),600109
06,00110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",600110
06,00300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",600300
06,00701,Butte County (Northwest)--Chico City,600701
06,00702,Butte County (Southeast)--Oroville City & Paradise Town,600702
06,01100,"Colusa, Glenn, Tehama & Trinity Counties",601100
06,01301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities,601301
06,01302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",601302
06,01303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",601303
06,01304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",601304
06,01305,Contra Costa County (South)--San Ramon City & Danville Town,601305
06,01306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",601306
06,01307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities,601307
06,01308,Contra Costa County (Northeast)--Antioch City,601308
06,01309,Contra Costa County (East)--Brentwood & Oakley Cities,601309
06,01500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",601500
06,01700,El Dorado County--El Dorado Hills,601700
06,01901,"Fresno County (West)--Selma, Kerman & Coalinga Cities",601901
06,01902,Fresno County (North Central)--Fresno City (North),601902
06,01903,Fresno County (Central)--Fresno City (East Central),601903
06,01904,Fresno County (Central)--Fresno City (Southwest),601904
06,01905,Fresno County (Central)--Fresno City (Southeast),601905
06,01906,Fresno County (Central)--Clovis City,601906
06,01907,"Fresno County (East)--Sanger, Reedley & Parlier Cities",601907
06,02300,Humboldt County,602300
06,02500,Imperial County--El Centro City,602500
06,02901,"Kern County (West)--Delano, Wasco & Shafter Cities",602901
06,02902,Kern County (Central)--Bakersfield City (West),602902
06,02903,Kern County (Central)--Bakersfield City (Northeast),602903
06,02904,Kern County (Central)--Bakersfield City (Southeast),602904
06,02905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",602905
06,03100,Kings County--Hanford City,603100
06,03300,Lake & Mendocino Counties,603300
06,03701,Los Angeles County (North/ Unincorporated)--Castaic,603701
06,03702,Los Angeles County (Northwest)--Santa Clarita City,603702
06,03703,Los Angeles County (North Central)--Lancaster City,603703
06,03704,Los Angeles County (North Central)--Palmdale City,603704
06,03705,Los Angeles County (North)--LACity (Northwest/ Chatsworth & Porter Ranch),603705
06,03706,Los Angeles County (North)--LACity (North Central/ Granada Hills & Sylmar),603706
06,03707,Los Angeles County--LA (North Central/ Arleta & Pacoima) & San Fernando Cities,603707
06,03708,"Los Angeles County (North)--LACity (Northeast/ Sunland, Sun Valley & Tujunga)",603708
06,03709,Los Angeles County (Central)--San Gabriel Valley Region (North),603709
06,03710,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",603710
06,03711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",603711
06,03712,Los Angeles County (East Central)--Pomona City,603712
06,03713,Los Angeles County (East Central)--Covina & Walnut Cities,603713
06,03714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",603714
06,03715,Los Angeles County (East Central)--West Covina City,603715
06,03716,Los Angeles County (East Central)--La Puente & Industry Cities,603716
06,03717,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",603717
06,03718,Los Angeles County (Central)--Pasadena City,603718
06,03719,Los Angeles County (Central)--Glendale City,603719
06,03720,Los Angeles County (Central)--Burbank City,603720
06,03721,Los Angeles County (North)--LACity (Northeast/ North Hollywood & Valley Village),603721
06,03722,Los Angeles County (Northwest)--LACity (North Central/ Van Nuys & North Sherman Oaks),603722
06,03723,Los Angeles County (North)--LACity (North Central/ Mission Hills & Panorama City),603723
06,03724,Los Angeles County (Northwest)--LACity (Northwest/ Encino & Tarzana),603724
06,03725,"Los Angeles County--LACity (Northwest/ Canoga Park, Winnetka & Woodland Hills)",603725
06,03726,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",603726
06,03727,Los Angeles County (Central)--LACity (Central/ Pacific Palisades),603727
06,03728,Los Angeles County (Southwest)--Santa Monica City,603728
06,03729,Los Angeles County (West Central)--LACity (West Central/ Westwood & West Los Angeles),603729
06,03730,Los Angeles County (West Central)--LACity (Central/ Hancock Park & Mid-Wilshire),603730
06,03731,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities,603731
06,03732,Los Angeles County (Central)--LACity (East Central/ Hollywood),603732
06,03733,Los Angeles County (Central)--LACity (Central/ Koreatown),603733
06,03734,"Los Angeles County--LACity (East Central/ Silver Lake, Echo Park & Westlake)",603734
06,03735,"Los Angeles County--LACity (Mount Washington, Highland Park & Glassell Park)",603735
06,03736,Los Angeles County (Central)--Alhambra & South Pasadena Cities,603736
06,03737,Los Angeles County (Central)--Monterey Park & Rosemead Cities,603737
06,03738,Los Angeles County (Central)--El Monte & South El Monte Cities,603738
06,03739,Los Angeles County (Southeast)--Whittier City & Hacienda Heights,603739
06,03740,Los Angeles County (Central)--Pico Rivera & Montebello Cities,603740
06,03741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities",603741
06,03742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park",603742
06,03743,Los Angeles County (Central)--East Los Angeles,603743
06,03744,Los Angeles County (Central)--LACity (East Central/ Central City & Boyle Heights),603744
06,03745,Los Angeles County (Central)--LACity (Southeast/ East Vernon),603745
06,03746,Los Angeles County--LACity (Central/ Univ.of Southern California & Exposition Park),603746
06,03747,Los Angeles County (Central)--LACity (Central/ West Adams & Baldwin Hills),603747
06,03748,Los Angeles County--LA (Southwest/ Marinadel Rey & Westchester) & Culver City Cities,603748
06,03749,Los Angeles County (Central)--Inglewood City,603749
06,03750,Los Angeles County (South Central)--LACity (South Central/ Westmont),603750
06,03751,Los Angeles County (South Central)--LACity (South Central/ Watts),603751
06,03752,Los Angeles County (South)--South Gate & Lynwood Cities,603752
06,03753,Los Angeles County (South)--Downey City,603753
06,03754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities,603754
06,03755,Los Angeles County (Southeast)--Norwalk City,603755
06,03756,Los Angeles County (Southeast)--Bellflower & Paramount Cities,603756
06,03757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez,603757
06,03758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",603758
06,03759,Los Angeles County (South Central)--Hawthorne City,603759
06,03760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",603760
06,03761,Los Angeles County (South Central)--Torrance City,603761
06,03762,Los Angeles County (South Central)--Carson City,603762
06,03763,Los Angeles County (South Central)--Long Beach City (North),603763
06,03764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",603764
06,03765,Los Angeles County (Southeast)--Long Beach City (East),603765
06,03766,Los Angeles County (South)--Long Beach City (Southwest & Port),603766
06,03767,Los Angeles County (South)--LACity (South/ San Pedro),603767
06,03768,Los Angeles County (Southwest)--Palos Verdes Peninsula,603768
06,03769,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities,603769
06,03900,Madera County--Madera City,603900
06,04101,Marin County (North & West)--Novato & San Rafael (North) Cities,604101
06,04102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",604102
06,04701,Merced County (West & South)--Los Banos & Livingston Cities,604701
06,04702,Merced County (Northeast)--Merced & Atwater Cities,604702
06,05301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",605301
06,05302,Monterey County (Northeast)--Salinas City,605302
06,05303,Monterey (South & East) & San Benito Counties,605303
06,05500,Napa County--Napa City,605500
06,05700,Nevada & Sierra Counties,605700
06,05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",605901
06,05902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities,605902
06,05903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",605903
06,05904,Orange County (Central)--Irvine City (Central),605904
06,05905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",605905
06,05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",605906
06,05907,Orange County (North Central)--Fullerton & Placentia Cities,605907
06,05908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",605908
06,05909,Orange County (North Central)--Anaheim City (West),605909
06,05910,Orange County (North Central)--Anaheim City (East),605910
06,05911,Orange County (Central)--Orange & Villa Park Cities,605911
06,05912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",605912
06,05913,Orange County (Northwest)--Garden Grove City (East),605913
06,05914,Orange County (Northwest)--Huntington Beach City,605914
06,05915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch,605915
06,05916,Orange County (Central)--Santa Ana City (West),605916
06,05917,Orange County (Central)--Santa Ana City (East),605917
06,05918,Orange County (Central)--Costa Mesa & Fountain Valley Cities,605918
06,06101,Placer County (Southwest)--Roseville City,606101
06,06102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",606102
06,06103,Placer County (East/ High Country Region)--Auburn & Colfax Cities,606103
06,06501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",606501
06,06502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",606502
06,06503,Riverside County (Southwest)--Temecula City,606503
06,06504,Riverside County (Southwest)--Murrieta & Wildomar Cities,606504
06,06505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",606505
06,06506,Riverside County (Southwest)--Hemet City & East Hemet,606506
06,06507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",606507
06,06508,Riverside County (Northwest)--Moreno Valley City,606508
06,06509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",606509
06,06510,Riverside County (Northwest)--Riverside City (East),606510
06,06511,Riverside County (Northwest)--Riverside City (West),606511
06,06512,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",606512
06,06513,Riverside County (West Central)--Corona (Northwest) & Norco Cities,606513
06,06514,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,606514
06,06515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",606515
06,06701,Sacramento County (North Central)--Citrus Heights City,606701
06,06702,Sacramento County (Central)--Rancho Cordova City,606702
06,06703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",606703
06,06704,"Sacramento County (North Central)--North Highlands, Foothill Farms & Mc Clellan Park",606704
06,06705,Sacramento County (Northwest)--Sacramento City (Northwest/ Natomas),606705
06,06706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",606706
06,06707,Sacramento County (West)--Sacramento City (Central/ Downtown & Midtown),606707
06,06708,"Sacramento County--Sacramento City (Southeast/ Fruitridge, Avondale & Depot Park)",606708
06,06709,"Sacramento County--Sacramento City (Southwest/ Pocket, Meadowview & North Laguna)",606709
06,06710,Sacramento County (Central)--Elk Grove City,606710
06,06711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",606711
06,06712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",606712
06,07101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,607101
06,07102,San Bernardino County (West Central)--Victorville & Adelanto Cities,607102
06,07103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,607103
06,07104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",607104
06,07105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,607105
06,07106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",607106
06,07107,San Bernardino County (Southwest)--San Bernardino City (East),607107
06,07108,San Bernardino County (Southwest)--San Bernardino City (West),607108
06,07109,San Bernardino County (Southwest)--Rialto City,607109
06,07110,San Bernardino County (Southwest)--Fontana City (East),607110
06,07111,San Bernardino County (Southwest)--Rancho Cucamonga City,607111
06,07112,San Bernardino County (Southwest)--Upland & Montclair Cities,607112
06,07113,San Bernardino County (Southwest)--Ontario City,607113
06,07114,San Bernardino County (Southwest)--Chino & Chino Hills Cities,607114
06,07115,San Bernardino County (Southwest)--Fontana City (West),607115
06,07301,San Diego County (Northwest)--Oceanside City & Camp Pendleton,607301
06,07302,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center",607302
06,07303,San Diego County (Northwest)--Vista City,607303
06,07304,San Diego County (Northwest)--Carlsbad City,607304
06,07305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,607305
06,07306,San Diego County (Northwest)--Escondido City (East),607306
06,07307,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona",607307
06,07308,San Diego County (Central)--San Diego (Northeast/ Rancho Bernardo) & Poway Cities,607308
06,07309,San Diego County (West)--San Diego (Northwest/ San Dieguito) & Encinitas Cities,607309
06,07310,San Diego County (West)--San Diego City (Southwest/ Central Coastal),607310
06,07311,San Diego County (West Central)--San Diego City (Northwest/ Del Mar Mesa),607311
06,07312,San Diego County (Central)--San Diego City (Central/ Mira Mesa & University Heights),607312
06,07313,San Diego County (Central)--El Cajon & Santee Cities,607313
06,07314,San Diego County (Central)--San Diego (East Central/ Navajo) & La Mesa Cities,607314
06,07315,San Diego County (West Central)--San Diego City (Central/ Clairemont & Kearny Mesa),607315
06,07316,San Diego County (South Central)--San Diego City (Central/ Centre City & Balboa Park),607316
06,07317,San Diego County (South Central)--San Diego City (Central/ Mid-City),607317
06,07318,San Diego County (South)--San Diego City (Southeast/ Encanto & Skyline),607318
06,07319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",607319
06,07320,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),607320
06,07321,San Diego County (Southwest)--Chula Vista (West) & National City Cities,607321
06,07322,San Diego County (South)--San Diego City (South/ Otay Mesa & South Bay),607322
06,07501,San Francisco County (North & West)--Richmond District,607501
06,07502,San Francisco County (North & East)--North Beach & Chinatown,607502
06,07503,San Francisco County (Central)--Southof Market & Potrero,607503
06,07504,San Francisco County (Central)--Inner Mission & Castro,607504
06,07505,San Francisco County (Central)--Sunset District (North),607505
06,07506,San Francisco County (South Central)--Sunset District (South),607506
06,07507,San Francisco County (South Central)--Bayview & Hunters Point,607507
06,07701,San Joaquin County (Central)--Stockton City (North),607701
06,07702,San Joaquin County (Central)--Stockton City (South),607702
06,07703,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",607703
06,07704,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",607704
06,07901,San Luis Obispo County (West)--Coastal Region,607901
06,07902,San Luis Obispo County (East)--Inland Region,607902
06,08101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",608101
06,08102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities",608102
06,08103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",608103
06,08104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,608104
06,08105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",608105
06,08106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",608106
06,08301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt,608301
06,08302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",608302
06,08303,Santa Barbara County--South Coast Region,608303
06,08501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",608501
06,08502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities,608502
06,08503,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities,608503
06,08504,Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities,608504
06,08505,Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock,608505
06,08506,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities",608506
06,08507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",608507
06,08508,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities,608508
06,08509,Santa Clara County (Central)--San Jose City (Northwest),608509
06,08510,Santa Clara County (Central)--San Jose City (Central),608510
06,08511,Santa Clara County (Central)--San Jose City (South Central/ Branham) & Cambrian Park,608511
06,08512,Santa Clara County (Central)--San Jose City (Southwest/ Almaden Valley),608512
06,08513,Santa Clara County (Central)--San Jose City (Southeast/ Evergreen),608513
06,08514,Santa Clara County (Central)--San Jose City (East Central/ East Valley),608514
06,08701,Santa Cruz County (North)--Watsonville & Scotts Valley Cities,608701
06,08702,Santa Cruz County (South & Coastal)--Santa Cruz City,608702
06,08900,Shasta County--Redding City,608900
06,09501,Solano County (Southwest)--Vallejo & Benicia Cities,609501
06,09502,Solano County (Central)--Fairfield & Suisun City Cities,609502
06,09503,Solano County (Northeast)--Vacaville & Dixon Cities,609503
06,09701,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities",609701
06,09702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",609702
06,09703,Sonoma County (Central)--Santa Rosa City,609703
06,09901,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",609901
06,09902,Stanislaus County (Central)--Modesto City (West),609902
06,09903,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",609903
06,09904,Stanislaus County (Central)--Modesto City (East),609904
06,10100,Sutter & Yuba Counties--Yuba City,610100
06,10701,Tulare County (Northwest)--Visalia City,610701
06,10702,Tulare County (West Central)--Tulare & Porterville Cities,610702
06,10703,"Tulare County (Outside Visalia, Tulare & Porterville Cities)",610703
06,11101,Ventura County (Southeast)--Simi Valley City,611101
06,11102,Ventura County (Southeast)--Thousand Oaks City,611102
06,11103,Ventura County (Southwest)--Oxnard & Port Hueneme Cities,611103
06,11104,Ventura County (Southwest)--San Buenaventura (Ventura) City,611104
06,11105,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",611105
06,11106,Ventura County (South Central)--Camarillo & Moorpark Cities,611106
06,11300,"Yolo County--Davis, Woodland & West Sacramento Cities",611300
08,00100,Northeast Colorado--Eastern Plains Region,800100
08,00102,Larimer County (South)--Loveland City,800102
08,00103,Larimer County (North)--Fort Collins City,800103
08,00200,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties",800200
08,00300,"Weld County (South Central)--Greeley, Windsor & Evans Cities",800300
08,00400,"Eagle, Summit, Grand & Jackson Counties",800400
08,00600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",800600
08,00700,Pueblo County (North)--Pueblo City & Pueblo West,800700
08,00800,Southeast Colorado,800800
08,00801,"DRCOGMountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties",800801
08,00802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town,800802
08,00803,Boulder County (Central)--Boulder City,800803
08,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",800804
08,00805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities,800805
08,00806,Adams County (West Central)--Thornton & Federal Heights Cities,800806
08,00807,Adams County (West Central)--Commerce City & Brighton Cities,800807
08,00808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities,800808
08,00809,Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central),800809
08,00810,Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest),800810
08,00811,Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities,800811
08,00812,Denver City (Northeast),800812
08,00813,Denver City (Northwest),800813
08,00814,Denver City (South Central),800814
08,00815,Denver City (Southeast),800815
08,00816,Denver City (Southwest),800816
08,00817,Jefferson County (Northeast)--Arvada City,800817
08,00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities",800818
08,00819,Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge,800819
08,00820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",800820
08,00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park,800821
08,00822,Douglas County (South)--Castle Rock Town,800822
08,00823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery,800823
08,00824,DRCOGEast Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast),800824
08,00900,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",800900
08,01001,Mesa County (Central)--Greater Grand Junction & Fruita Cities,801001
08,01002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",801002
08,04101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City,804101
08,04102,El Paso County (West Central)--Colorado Springs City (West),804102
08,04103,El Paso County (Central)--Colorado Springs City (Central),804103
